uid,text,gold_label,gold_str,pred_dynamic,pred_dynamic_str,correct_dynamic,pred_static,correct_static,pred_bert,correct_bert,pred_vader,correct_vader,noise_score,noise_group,alpha,token_length,emoji_density,repetition_score,code_mixing_ratio,symbol_density,p_vader,p_distilbert,p_final,confidence
8269,RT @ ArunSFan Two female @ aajtak anchors have been repeating â€œ Modi ne jaati ki rajniti dhvast kar di hai â€ koi ye bhi bata do jaatiwad nahi â€¦,1,negative,2,neutral,0,2,0,2,0,2,0,0.148,LOW,0.02,36,0.0,0.0,0.3636,0.1944,"[0.0, 0.0, 1.0]","[0.0942, 0.3265, 0.5793]","[0.0923, 0.3199, 0.5878]",0.5878
40111,@ AgentSaffron @ ramprasad _ c Bhai .. i think pichhu se nirmala ji piyush ji n jetley ji sab milke ek FM dept hai . ðŸ˜‰,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2411,MODERATE,0.25,29,0.0,0.0,0.6429,0.2414,"[0.0, 0.0, 1.0]","[0.3729, 0.0556, 0.5715]","[0.2797, 0.0417, 0.6786]",0.6786
27324,WEST INDIES Ye ground bacho k khelny ki jagha nahi bahar jaa k khelo galli main OUT â˜ðŸ» https // t . co / yUD10jFsUa,2,neutral,2,neutral,1,1,0,1,0,2,1,0.25,MODERATE,0.25,32,0.0,0.0,0.6667,0.25,"[0.0, 0.0, 1.0]","[0.1029, 0.5426, 0.3546]","[0.0771, 0.4069, 0.5159]",0.5159
29895,RT @ NigamNemy Bhut candidate fake representions krka 21 may ko exam Diya h ... aur brick test m fail Hona wala candidate h ..... inko fail kr â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.3368,MODERATE,0.25,31,0.0,0.2581,0.8,0.1613,"[0.0, 0.315, 0.685]","[0.0786, 0.384, 0.5374]","[0.059, 0.3667, 0.5743]",0.5743
18709,@ Javeria90165021 happy birthday eomma may u have all the happiness and success aese hee rhna sekci or budhi ;) love u jutiya kam mara karo ;),0,positive,0,positive,1,0,1,0,1,0,1,0.2607,MODERATE,0.25,29,0.0,0.0,0.8,0.1034,"[0.514, 0.0, 0.486]","[0.9055, 0.0134, 0.0812]","[0.8076, 0.01, 0.1824]",0.8076
40283,RT @ thegreatkhalid I can â€™ t stop playing this @ BTS _ twt sooooo good https // t . co / nuzzCoQu5z,0,positive,2,neutral,0,2,0,2,0,2,0,0.2898,MODERATE,0.25,27,0.037,0.1852,0.5833,0.2963,"[0.249, 0.116, 0.635]","[0.0634, 0.0568, 0.8798]","[0.1098, 0.0716, 0.8186]",0.8186
38698,lol agr vakai mei is desh ke logon ko unemployment ki chinta hoti to Modi aur Pappu ki jagh condome pe bharosha di â€¦ https // t . co / IhaZtYYRGg,1,negative,1,negative,1,1,1,1,1,2,0,0.1136,LOW,0.02,34,0.0,0.0,0.2609,0.1765,"[0.0881, 0.0911, 0.8208]","[0.048, 0.8294, 0.1226]","[0.0488, 0.8147, 0.1366]",0.8147
18143,93874611.... Choose 1 no ...â˜ï¸â˜ï¸ Dekhate hai aap kis ke favourite ho ! Reply mein .... See the interesting â€¦ https // t . co / 4ahmwfxped,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2706,MODERATE,0.25,44,0.0,0.25,0.4211,0.4091,"[0.119, 0.087, 0.794]","[0.1777, 0.0544, 0.768]","[0.163, 0.0625, 0.7745]",0.7745
21204,@ Atheist _ Krishna But You Forgot About Your Well Wishers Who Genuinely Admire You & It â€™ s Cause Of You So Many People â€¦ https // t . co / llW8AOnG76,0,positive,0,positive,1,0,1,0,1,2,0,0.1531,LOW,0.02,39,0.0256,0.0,0.3182,0.2564,"[0.221, 0.0, 0.779]","[0.7719, 0.0186, 0.2095]","[0.7609, 0.0183, 0.2209]",0.7609
10327,@ VoiceofmyBharat are bhai . Film bekar hai acting ke hisaab se . Modi ji ki personality bahot achchi hai . Aur Modi s â€¦ https // t . co / EKlWeH2aEU,1,negative,0,positive,0,0,0,0,0,2,0,0.1819,LOW,0.02,36,0.0,0.0,0.4211,0.2778,"[0.0, 0.0, 1.0]","[0.5744, 0.0439, 0.3817]","[0.5629, 0.043, 0.3941]",0.5629
17020,@ myogiadityanath CM Sir hame ye samajh nahi aa raha h ki sarkar or nyayalay ko ye confirm karne me kitna samay or l â€¦ https // t . co / henoFcYIRF,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2518,MODERATE,0.25,35,0.0,0.0,0.7059,0.2,"[0.0, 0.0, 1.0]","[0.1147, 0.197, 0.6883]","[0.0861, 0.1477, 0.7662]",0.7662
34755,@ ndtv Bachoo se EVM uthvaa kar talibaan jaise lag raha hai mano india nahi talibaan mein vote ho rahe ho kobind ji â€¦ https // t . co / rNrQYoOIMN,1,negative,2,neutral,0,2,0,2,0,2,0,0.1833,LOW,0.02,34,0.0,0.0,0.4737,0.2059,"[0.0, 0.085, 0.915]","[0.1552, 0.3209, 0.5239]","[0.1521, 0.3162, 0.5317]",0.5317
8107,@ OfficeOfNG @ nitin _ gadkari Shandar ðŸ‘ my favorite minister ever ðŸ’ðŸ’,0,positive,0,positive,1,0,1,0,1,2,0,0.24,MODERATE,0.25,20,0.0,0.0,0.5,0.45,"[0.25, 0.0, 0.75]","[0.5825, 0.021, 0.3965]","[0.4994, 0.0158, 0.4848]",0.4994
12437,RT @ duumb _ biitch _ I feel so annoying,2,neutral,2,neutral,1,2,1,2,1,2,1,0.24,MODERATE,0.25,10,0.0,0.0,0.6,0.3,"[0.0, 0.411, 0.589]","[0.1293, 0.4101, 0.4607]","[0.097, 0.4103, 0.4928]",0.4928
11063,@ ndtv tum logo 24 hrs negativity hi dikhate rehte ho Abhi bhi Jo BJP ne chote business man ke liye pention ka inte â€¦ https // t . co / kDOmHzio62,1,negative,1,negative,1,1,1,1,1,2,0,0.1889,LOW,0.02,36,0.0,0.0,0.5,0.1944,"[0.0, 0.109, 0.891]","[0.0587, 0.7046, 0.2367]","[0.0575, 0.6927, 0.2498]",0.6927
13115,@ bigfmindia @ vidya _ balan @ MuthootIndia Mam aap mere liye ek Aisi Pari Hai Jo Sab Ka Khayal rakhti Hai Aur aur bas m â€¦ https // t . co / Vp2chDxnG2,0,positive,2,neutral,0,2,0,2,0,2,0,0.2482,MODERATE,0.25,37,0.0,0.0,0.6471,0.2703,"[0.0, 0.0, 1.0]","[0.2349, 0.1906, 0.5745]","[0.1762, 0.143, 0.6809]",0.6809
16268,@ mssirsa @ MamataOfficial tum b to dalit aur musalmaano ko marwa rahe ho,1,negative,1,negative,1,1,1,1,1,2,0,0.2161,MODERATE,0.25,14,0.0,0.0,0.625,0.1429,"[0.0, 0.0, 1.0]","[0.035, 0.8644, 0.1006]","[0.0262, 0.6483, 0.3255]",0.6483
2498,RT @ sidk242 @ syedasimwaqar @ asadowaisi Aimim ko bhi ab news channel ka boycott karna chahiye sahab yeh log bjp ka prasar madhyam ban chuke â€¦,1,negative,1,negative,1,1,1,1,1,2,0,0.1922,LOW,0.02,30,0.0,0.0,0.5294,0.1667,"[0.0, 0.211, 0.789]","[0.0448, 0.8249, 0.1304]","[0.0439, 0.8126, 0.1435]",0.8126
21892,@ ZeeNewsHindi Bokowas hay yeh bill # TripleTalaq Real muslim kabi bhi isko nehi manegi . Just some # FakeMuslim Tripletalaq chata hay,1,negative,1,negative,1,1,1,1,1,2,0,0.1634,LOW,0.02,23,0.0,0.0,0.4286,0.1739,"[0.0, 0.0, 1.0]","[0.0499, 0.731, 0.2191]","[0.0489, 0.7164, 0.2347]",0.7164
7036,@ BBCHindi Aub kya EVM ke andar ghus ke dekhoge ... Jab BJP jeeta poora majority se Matlab sab ne vote daala na ...,1,negative,1,negative,1,1,1,1,1,2,0,0.2275,MODERATE,0.25,24,0.0,0.25,0.4667,0.125,"[0.0, 0.0, 1.0]","[0.0598, 0.7377, 0.2025]","[0.0448, 0.5533, 0.4019]",0.5533
11395,@ dhruv _ rathee @ bprerna Abe dalle utni tune classe pass ni ki hongi jitni inke paas PhD degrees hai . Neem ka patta â€¦ https // t . co / XSm8IUnbDO,1,negative,1,negative,1,1,1,1,1,2,0,0.1962,LOW,0.02,37,0.0,0.0,0.4737,0.2703,"[0.0, 0.0, 1.0]","[0.0754, 0.6561, 0.2685]","[0.0739, 0.643, 0.2832]",0.643
10795,Dekhna es chutiye ki kitni gand fatt ti h ahahahah maa chuda salle https // tco / BZ56OASFj2,1,negative,1,negative,1,1,1,1,1,2,0,0.1239,LOW,0.02,19,0.0,0.0,0.3077,0.1579,"[0.0, 0.0, 1.0]","[0.0304, 0.9113, 0.0583]","[0.0298, 0.8931, 0.0772]",0.8931
11732,@ narendramodi Respected Modi ji aapko dher sari badhai dobara aane ke liye yah sab aapki imaandari mehnat rashtrabh â€¦ https // t co / GDI4ftzPCc,0,positive,0,positive,1,0,1,0,1,2,0,0.115,LOW,0.02,30,0.0,0.0,0.25,0.2,"[0.124, 0.0, 0.876]","[0.8493, 0.0196, 0.131]","[0.8348, 0.0193, 0.1459]",0.8348
33985,@ JSDL _ Official @ Raghuraj _ Bhadri @ RBYB _ Official Yahe hy Rajputana soch jay jansatta jay raghuraj ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,2,neutral,2,neutral,1,2,1,2,1,2,1,0.184,LOW,0.02,50,0.1,0.0,0.25,0.42,"[0.0, 0.0, 1.0]","[0.1951, 0.0653, 0.7397]","[0.1912, 0.064, 0.7449]",0.7449
11130,@ Engr _ Sohail _ A @ IamDraciel Yahan bat views ki nahi hai isk baray mai pura such Jan'nay ki hai . Iski bakwas su â€¦ https // t . co / 4lQCg8h0ue,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1276,LOW,0.02,37,0.0,0.0,0.2273,0.2973,"[0.0, 0.0, 1.0]","[0.1191, 0.3917, 0.4892]","[0.1167, 0.3839, 0.4994]",0.4994
10827,@ PricelessBrainz Dosri parties ke sath laakh ikhtlafat sahi leken kabhi hum jeso nay apni country ka bura nhi socha â€¦ https // t . co / Qnn5re5FxM,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1152,LOW,0.02,32,0.0,0.0,0.2381,0.2188,"[0.105, 0.0, 0.895]","[0.1372, 0.3859, 0.4769]","[0.1365, 0.3782, 0.4853]",0.4853
38438,RT @ sharadasrinidhi ... @ NameisNani wishes # AbhishekAmbareesh a long and wonderful career starting with # Amar Movie made under # SandeshPro â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.2654,MODERATE,0.25,26,0.0,0.1154,0.5833,0.3077,"[0.249, 0.0, 0.751]","[0.9158, 0.0101, 0.0741]","[0.7491, 0.0076, 0.2433]",0.7491
10935,@ IndiaToday @ raghav _ chadha U r going to get maximum vote fr AAP 22% At all other place AAP position is very po â€¦ https // tco / 2sNZjSJQaI,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2577,MODERATE,0.25,35,0.0,0.0,0.6875,0.2571,"[0.0, 0.14, 0.86]","[0.215, 0.1011, 0.6839]","[0.1612, 0.1108, 0.728]",0.728
37694,Sabhi Desh Bashiyo ko Dil se Dhanyabaad karta hu ki Hum Sab ki Modi g ko Jitaane ki Mahnat Rung Lai Or me Sabhi BJP â€¦ https // t . co / L8sfYCy7AT,0,positive,0,positive,1,0,1,0,1,2,0,0.2228,MODERATE,0.25,36,0.0,0.0,0.6316,0.1667,"[0.0, 0.0, 1.0]","[0.7411, 0.0257, 0.2332]","[0.5558, 0.0193, 0.4249]",0.5558
17290,@ PMOIndia @ narendramodi Shree narendr modi ji ko 2nd time pm bnne pr hardik badhai,2,neutral,0,positive,0,0,0,0,0,2,1,0.1341,LOW,0.02,16,0.0,0.0,0.3636,0.125,"[0.0, 0.0, 1.0]","[0.8488, 0.0122, 0.139]","[0.8319, 0.012, 0.1562]",0.8319
10638,@ jarariya91 Ha kyuki BSP ne MP vidhansabha me aapko tkt nhi diya tha @ sardanarohit,2,neutral,2,neutral,1,2,1,2,1,2,1,0.0928,LOW,0.02,17,0.0,0.0,0.2308,0.1176,"[0.156, 0.0, 0.844]","[0.0977, 0.2247, 0.6776]","[0.0989, 0.2202, 0.6809]",0.6809
18049,@ ChNaveedPTI @ myr5913 @ mahfooz1972 @ shazi _ khokhar @ azamshaam @ imshee67 Good hogya . Bhi g ameen .,0,positive,0,positive,1,0,1,0,1,2,0,0.1442,LOW,0.02,24,0.0,0.0,0.2308,0.375,"[0.225, 0.0, 0.775]","[0.7178, 0.0244, 0.2578]","[0.7079, 0.0239, 0.2681]",0.7079
11283,@ umashankarsingh Is tarah ke kaam karne me ek hi gp mashhoor hai uska naam bataane ki zaroorat to nahi hai lekin ab â€¦ https // t . co / XvGRS6IbTF,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1355,LOW,0.02,35,0.0,0.0,0.3182,0.2,"[0.0, 0.0, 1.0]","[0.1269, 0.4184, 0.4547]","[0.1244, 0.4101, 0.4656]",0.4656
21207,@ seraikham @ sj244 @ fispahani Army chutiya bana rahi aapas main ladtey raho khud hi khatam ho jayoge Bachegi sirf Army,1,negative,1,negative,1,1,1,1,1,2,0,0.1558,LOW,0.02,22,0.0,0.0,0.4286,0.1364,"[0.0, 0.0, 1.0]","[0.0335, 0.8947, 0.0718]","[0.0328, 0.8768, 0.0904]",0.8768
43044,@ Shu6ham _ Hnji sacch mai Hain jda tr log pyaar ko nhi paisa dekhte Hain but Jo Dil se pyar krta ho wo paisa nhi pya â€¦ https // t . co / 137G3I9VCH,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1584,LOW,0.02,39,0.0,0.0,0.3913,0.2051,"[0.0, 0.0, 1.0]","[0.1837, 0.1429, 0.6734]","[0.18, 0.1401, 0.6799]",0.6799
10838,@ BeingSalmanKhan @ KatrinaKaifFB Ek dum fit he Salman Bhai Masha Allah . Kaash ke me aapki Bharat movie Pakistan me b â€¦ https // t . co / wflSs8RrxP,0,positive,2,neutral,0,2,0,0,1,2,0,0.2404,MODERATE,0.25,34,0.0,0.0,0.625,0.2647,"[0.102, 0.0, 0.898]","[0.4174, 0.1805, 0.4022]","[0.3385, 0.1354, 0.5261]",0.5261
36904,RT @ CeptainAmerica Men r stupid i agree bt a woman in love ? a complete idiot i tell u ðŸ˜©ðŸ˜‘,1,negative,1,negative,1,1,1,1,1,2,0,0.1418,LOW,0.02,26,0.0385,0.0,0.3125,0.1923,"[0.299, 0.299, 0.402]","[0.0707, 0.7687, 0.1605]","[0.0753, 0.7593, 0.1654]",0.7593
136,@ studyiq ðŸ˜¡ tum logo ne zindagi mai kabhi India ka map nahi dheka hai kya Kashmir ka hissa kider hai ek tumahri boho â€¦ https // t . co / cAxr5WsLMs,1,negative,1,negative,1,1,1,1,1,2,0,0.1565,LOW,0.02,38,0.0,0.0,0.3636,0.2368,"[0.0, 0.0, 1.0]","[0.0966, 0.5196, 0.3838]","[0.0947, 0.5092, 0.3961]",0.5092
6509,@ FanofHamza ye bhout acha faisla Bol Channel ka . jis say kafi new talent ai ga . i already give audition in acting â€¦ https // t . co / TKQprdefmy,0,positive,2,neutral,0,0,1,0,1,2,0,0.2914,MODERATE,0.25,35,0.0,0.0,0.8,0.2571,"[0.104, 0.0, 0.896]","[0.5167, 0.0364, 0.447]","[0.4135, 0.0273, 0.5592]",0.5592
41292,@ kabeerraja786 @ MaryamNSharif Parliament main dono ghaddaroon ko support karte hove sharam nain aai ðŸ˜¡ a jate he bhashan dene jhote chor log ðŸ‘Ž,1,negative,1,negative,1,1,1,1,1,2,0,0.2208,MODERATE,0.25,30,0.0,0.0,0.625,0.1667,"[0.114, 0.0, 0.886]","[0.0537, 0.7683, 0.178]","[0.0688, 0.5762, 0.355]",0.5762
10412,@ MigunaMiguna @ KoinangeJeff @ citizentvkenya I miss you migunaI was watching you while weeping .,2,neutral,0,positive,0,0,0,0,0,2,1,0.1833,LOW,0.02,16,0.0,0.0,0.4444,0.25,"[0.0, 0.333, 0.667]","[0.7408, 0.0206, 0.2386]","[0.726, 0.0268, 0.2472]",0.726
25334,Pak Cricket Team Ek Dollor Ke Barabar Runs Bhi Nahi Bana Saky ðŸ˜‚ # PakvsWI,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1103,LOW,0.02,17,0.0,0.0,0.25,0.1765,"[0.0, 0.0, 1.0]","[0.2288, 0.2487, 0.5225]","[0.2242, 0.2437, 0.5321]",0.5321
39004,You Â  are a gift to us Happy Birthday darling # HappyBirthdayJenniferWinget,0,positive,0,positive,1,0,1,0,1,0,1,0.0767,LOW,0.02,12,0.0,0.0,0.2,0.0833,"[0.634, 0.0, 0.366]","[0.8683, 0.0094, 0.1223]","[0.8636, 0.0093, 0.1272]",0.8636
20114,@ Mamroxx1 @ BrowofJustice My fav bit of Everyone Loved Raymond is when Marie tells her DIL â€œ Sure your kids love yo â€¦ https // tco / 2uoDdIR1PA,0,positive,0,positive,1,0,1,0,1,2,0,0.3057,MODERATE,0.25,35,0.0,0.0,0.8667,0.2286,"[0.379, 0.0, 0.621]","[0.8208, 0.0134, 0.1658]","[0.7103, 0.0101, 0.2796]",0.7103
38816,RT @ Rheaa _ 17 Jitu bhaiya ( Kota factory ) is good But Nikumbh from Tare Zameen par is something else ðŸ’—,2,neutral,0,positive,0,0,0,0,0,2,1,0.248,MODERATE,0.25,25,0.0,0.0,0.6667,0.24,"[0.098, 0.0, 0.902]","[0.7059, 0.0383, 0.2558]","[0.5539, 0.0287, 0.4173]",0.5539
21465,@ SAYousafzaiPTI Ye aesa nahi kry ga kyu k bilawal main butto ka nahi zardari ka khoon hai .. Ye ajj tk is baat ka fa â€¦ https // t . co / X6PnD7ZdK2,2,neutral,1,negative,0,1,0,1,0,2,1,0.1718,LOW,0.02,37,0.0,0.0,0.4286,0.2162,"[0.0, 0.0, 1.0]","[0.1123, 0.5116, 0.3761]","[0.11, 0.5014, 0.3886]",0.5014
16330,RT @ ArmyBrigade13 We are # curiousaboutARMY â” What TV Series would you reccomend to @ BTS _ twt ?â” Which genre is it ? What's your fav episode â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.3417,MODERATE,0.25,38,0.0,0.0,0.9286,0.3158,"[0.123, 0.0, 0.877]","[0.0755, 0.0484, 0.876]","[0.0874, 0.0363, 0.8763]",0.8763
36925,RT @ NishaSi95237904 Aankho ki hai ye khawaise ki chehre se teri na hate # KYYS4OnVootWithPaNiAsMaNan @ LaghateParth @ niti _ taylor @ BBC â€¦,0,positive,1,negative,0,1,0,1,0,2,0,0.1367,LOW,0.02,30,0.0,0.0,0.2778,0.2667,"[0.0, 0.171, 0.829]","[0.0365, 0.8824, 0.0811]","[0.0357, 0.8682, 0.0961]",0.8682
10365,@ VikasThakur42 @ Meme _ Bnane _ Wala Not funny . gif,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2269,MODERATE,0.25,13,0.0,0.0,0.5,0.3846,"[0.0, 0.286, 0.714]","[0.1192, 0.3553, 0.5255]","[0.0894, 0.338, 0.5726]",0.5726
33823,@ ReallySwara Swara you campaigned for 6 candidates all 6 lost That ends your political ambitions as well Ab aa â€¦ https // t co / pTwlWBiWsX,2,neutral,2,neutral,1,2,1,2,1,2,1,0.3169,MODERATE,0.25,30,0.0,0.0,0.9231,0.2,"[0.086, 0.094, 0.82]","[0.0986, 0.31, 0.5914]","[0.0954, 0.256, 0.6486]",0.6486
38878,RT @ Lopamudra __ @ suhana7880 @ Guru __ 007 Tere Jaise Bhikhari Nahi Jo Followers badhane yaha ayu ðŸ˜‚ðŸ˜‚ Samjhe Faltu Admi ya SheMale Jo Bhi ho â€¦,1,negative,1,negative,1,1,1,1,1,2,0,0.1645,LOW,0.02,37,0.0,0.0,0.35,0.2973,"[0.0, 0.0, 1.0]","[0.0829, 0.6829, 0.2342]","[0.0812, 0.6693, 0.2495]",0.6693
40305,@ pankhuripathak haa brhman hona koi apradh nahi hai lekin aapne kabhi obc st ke bare mai bola kyu brahman unka apma â€¦ https // t . co / V8K5QLIusZ,1,negative,2,neutral,0,2,0,2,0,2,0,0.1281,LOW,0.02,33,0.0,0.0,0.2857,0.2121,"[0.0, 0.0, 1.0]","[0.1333, 0.34, 0.5267]","[0.1306, 0.3332, 0.5362]",0.5362
23348,RT @ Karamji05978746 @ dailyDSShashtag @ derasachasauda @ Gurmeetramrahim # WelfareByDSSVolunteers guru ji ki prerna pr chalte hue garib priwar â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1183,LOW,0.02,24,0.0,0.0,0.2,0.2917,"[0.0, 0.0, 1.0]","[0.2438, 0.1921, 0.5641]","[0.239, 0.1882, 0.5728]",0.5728
17552,Shame on zartaj gul . She was an ideological worker . Just pathetic . Abi to hum iski climate change wali speech blunder se bahr nai aaye thy,1,negative,1,negative,1,1,1,1,1,2,0,0.132,LOW,0.02,28,0.0,0.0,0.3684,0.1071,"[0.0, 0.228, 0.772]","[0.0584, 0.8459, 0.0957]","[0.0572, 0.8335, 0.1092]",0.8335
37387,@ aajtak @ gopimaniar aise log to samaj aur Political parties par kalank ki tarah hai agar BJP sach main females ko r â€¦ https // t . co / Pwo6gjqLc2,1,negative,2,neutral,0,1,1,1,1,2,0,0.2124,MODERATE,0.25,35,0.0,0.0,0.5556,0.2286,"[0.101, 0.0, 0.899]","[0.0806, 0.5464, 0.373]","[0.0857, 0.4098, 0.5045]",0.5045
33780,It was like a cheat day for me lol ! I didn't study at all today yes I am feeling guilty about it but it was really â€¦ https // t . co / lUlGxiMog4,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1167,LOW,0.02,39,0.0,0.0,0.2692,0.1795,"[0.214, 0.118, 0.668]","[0.0866, 0.3435, 0.5699]","[0.0891, 0.339, 0.5719]",0.5719
36549,$ KT Weiss # education # AI training program development https // t co / rixbS1BcOM $ AAPL $ AMZN $ BA $ CMCSA $ FB $ GOOG â€¦ https // t co / R0jS1rLD2d,2,neutral,2,neutral,1,2,1,2,1,2,1,0.235,MODERATE,0.25,40,0.0,0.0,0.5,0.425,"[0.0, 0.0, 1.0]","[0.1431, 0.0363, 0.8206]","[0.1073, 0.0272, 0.8655]",0.8655
42056,@ ICC Ye bhosdike bhadwa log h Lund nahi aata h bolne english . Only bolega well played bhag bhosdike,1,negative,1,negative,1,1,1,1,1,2,0,0.1585,LOW,0.02,20,0.0,0.0,0.4615,0.1,"[0.243, 0.0, 0.757]","[0.1072, 0.5513, 0.3415]","[0.1099, 0.5403, 0.3498]",0.5403
24995,RT @ RjaniVerma Hpy brother day @ ShyopiVerma bhai God bless you Sry bhul gyi thi wish krna ðŸ˜œðŸ˜œ,2,neutral,0,positive,0,0,0,0,0,2,1,0.1634,LOW,0.02,23,0.0,0.0,0.4286,0.1739,"[0.352, 0.0, 0.648]","[0.8869, 0.0126, 0.1005]","[0.8762, 0.0124, 0.1114]",0.8762
11354,@ kshukla778 Muslim log ek hi skl ke hote hai kya ðŸ˜…ðŸ˜…ðŸ˜…ðŸ¤£ðŸ˜ðŸ˜ bkwas sawal krna band kro,2,neutral,1,negative,0,1,0,1,0,2,1,0.1193,LOW,0.02,35,0.0,0.0,0.15,0.3714,"[0.0, 0.0, 1.0]","[0.1082, 0.4905, 0.4012]","[0.1061, 0.4807, 0.4132]",0.4807
6876,RT @ PPPNauderoCity @ hamzashafqaat 75 Saal Civil Bureaucracy ne Professionalism ko promote hony nahi diya aur Pakistan udhar ka udhar he ra â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2525,MODERATE,0.25,26,0.0,0.1154,0.6429,0.1538,"[0.11, 0.0, 0.89]","[0.1279, 0.3745, 0.4976]","[0.1234, 0.2808, 0.5957]",0.5957
27801,RT @ hyunbinns _ kaho always looks at hyunbin so sweetly he treats hyunbin like his own lil bro im ((,0,positive,0,positive,1,0,1,0,1,2,0,0.2545,MODERATE,0.25,22,0.0,0.0,0.7273,0.1818,"[0.276, 0.0, 0.724]","[0.7493, 0.0183, 0.2324]","[0.631, 0.0137, 0.3553]",0.631
27971,I'm so proud of you I love you You â€™ re really working so hard You â€™ ve done so well â™¥ï¸ #çŽ‹å›è±ª #ì™•êµ°í˜¸ #êµ¬ë…¸ # WANGJYUNHAO â€¦ https // t . co / qfIdPDbSXJ,0,positive,0,positive,1,0,1,0,1,2,0,0.3197,MODERATE,0.25,66,0.0606,0.0,0.7727,0.3636,"[0.268, 0.057, 0.675]","[0.9209, 0.0129, 0.0662]","[0.7577, 0.0239, 0.2184]",0.7577
26082,Agar mile khuda to ... puchhugi khudaya .. jism deke mitti ka shishe ka dil kyu banaya ? ðŸ˜‘ðŸ˜‘ https // t . co / w6KePyvXT5,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2047,MODERATE,0.25,32,0.0,0.0938,0.375,0.3438,"[0.0, 0.0, 1.0]","[0.2198, 0.1072, 0.673]","[0.1649, 0.0804, 0.7547]",0.7547
31662,@ NISHMENNNAIR Beautiful words and its one of my fav song,2,neutral,0,positive,0,0,0,0,0,2,1,0.1989,LOW,0.02,11,0.0,0.2727,0.375,0.0909,"[0.463, 0.0, 0.537]","[0.803, 0.0128, 0.1842]","[0.7962, 0.0126, 0.1913]",0.7962
32116,@ aajtak @ PankajJainClick abhi taaze taaze joote pade hein deshdrohi kejriwal ki poori team ko loksabha me pr ye â€¦ https // t co / NVfzd10P7x,2,neutral,1,negative,0,1,0,1,0,2,1,0.1202,LOW,0.02,31,0.0,0.0,0.25,0.2258,"[0.0, 0.0, 1.0]","[0.099, 0.5314, 0.3696]","[0.097, 0.5208, 0.3823]",0.5208
9800,@ awasthis Hello sumit awashthi ji sadar praram namaskar dost aap desh wasio ko naag panchmi ki badhai desh wasio ko â€¦ https // t co / OegZwE4ZNk,0,positive,0,positive,1,0,1,0,1,2,0,0.1057,LOW,0.02,32,0.0,0.0,0.2273,0.1875,"[0.0, 0.0, 1.0]","[0.7937, 0.0232, 0.1831]","[0.7779, 0.0227, 0.1994]",0.7779
37667,@ akshaykumar sir kam se prperty dealer hu last 2 year se koi deal nahi hui market ka bahut karja ho gaya he bank se â€¦ https // t . co / tW3WliXkqT,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2389,MODERATE,0.25,36,0.0,0.0,0.6667,0.1944,"[0.0, 0.0, 1.0]","[0.1055, 0.3146, 0.5798]","[0.0791, 0.236, 0.6849]",0.6849
1021,RT @ Paak _ Mohobbat GooD M ðŸ˜˜ rning Khudaya @ Gurmeetramrahim ji ~ðŸ™ Dhan Dhan Satguru Tera Hi Aasra ðŸ™ Bless me to never do any act of sin that may â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.249,MODERATE,0.25,42,0.0476,0.0,0.6316,0.2381,"[0.161, 0.102, 0.737]","[0.7968, 0.0276, 0.1756]","[0.6379, 0.0462, 0.3159]",0.6379
39755,@ Tejasvi _ Surya Sir me from Bihar Love you You have Great job for Bjp continue We are with you,2,neutral,0,positive,0,0,0,0,0,2,1,0.072,LOW,0.02,21,0.0,0.0,0.1765,0.0952,"[0.328, 0.0, 0.672]","[0.9141, 0.0132, 0.0727]","[0.9024, 0.0129, 0.0847]",0.9024
10662,@ Bhanwar49656372 @ ANI Bhawar Ji aap ki baaton per 100% agree karta hun ... perantu jaise halt desh mai hai aap ke kya vichar hai ?,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1483,LOW,0.02,30,0.0,0.1,0.3,0.1667,"[0.098, 0.0, 0.902]","[0.1256, 0.3005, 0.5739]","[0.125, 0.2945, 0.5805]",0.5805
